Company,EMP_ID,Job Classification,Job Title,Region,Job Location,Division, Org/department of the employee,Division Revenue / year, Average tenure in the company, Total years of experience,Pay Grade, Total CTC ,Compa-ratio,Join year,Left year,Impact-Leaving,Reason-Leaving,Skill Level (out of 10), Input - avergage cost of rehire,Cost to train/year,Average courses/year, # of tickets/year, # of re-opens for a tickets/ year,customer satisfaction score ( out of 10),avg ticket complexity(out of 10),avg duration to close(hrs), Average score of positive feedback from customer sentiment (out of 10), Average score of negative feedback from customer sentiment (out of 10),Overall_Performance_Rating,Overall_Performance_Rating_Description,newtoposition,Manager,future_leader,Gender,Married,exit_interview_overallscore(out of 10),rehire?,left
Nikey R & D ,274244,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z12,"$40,343 ",0.72,2013,2017,High, Resignation to Competitor,7,4422,959,1,172,53,4,7,1,9,7,4,Insufficient,No,No,No,F,NO,5,No,0
Alphabet-Soup Research & Development,308625,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z12,"$40,343 ",0.72,2016,2018,High, Resignation to Competitor,5,8308,1369,3,114,80,9,4,2,4,7,3,Insufficient,Yes,No,No,F,NO,6,No,1
Netflex R & D,483934,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z13,"$40,343 ",0.72,2012,2017,High, Resignation to Competitor,7,6656,1374,2,101,59,4,7,2,4,4,3,Insufficient,yes,No,No,F,NO,7,No,0
Amazing R & D,517520,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z14,"$40,343 ",0.72,2014,2018,High, Resignation to Competitor,6,4523,1211,2,87,53,7,6,2,4,6,3,Insufficient,no,Yes,No,M,NO,3,No,1
Nikey R & D ,773201,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z15,"$40,343 ",0.72,2014,2019,High, Resignation to Competitor,6,6220,1128,3,146,53,7,4,1,4,5,3,Insufficient,yes,yes,No,M,NO,3,No,0
Alphabet-Soup Research & Development,727930,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z16,"$40,343 ",0.72,2016,2018,Low, Resignation to Competitor,8,7559,1390,1,88,52,6,7,2,6,5,3,Insufficient,yes,No,Yes,M,NO,4,No,1
Netflex R & D,460975,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z17,"$40,343 ",0.72,2017,2019,Med, Resignation to Competitor,5,8457,1264,1,102,61,6,4,2,7,7,3,Insufficient,yes,No,yes,F,NO,4,No,1
Amazing R & D,731660,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z18,"$40,343 ",0.72,2016,2018,Med,Personal,7,8278,989,3,141,53,8,7,1,6,9,3,Insufficient,No,No,No,F,NO,4,yes,1
Nikey R & D ,702631,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,3,Z1-Z19,"$37,877 ",0.82,2015,2019,Low,Personal,8,5272,1412,1,115,54,7,7,2,7,9,1,Insufficient,No,No,No,F,NO,5,Yes,1
Alphabet-Soup Research & Development,617657,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z20,"$43,897 ",0.67,2017,2019,High,Personal,5,5367,1368,3,99,71,4,4,1,5,4,1,Insufficient,No,No,No,F,NO,4,No,0
Netflex R & D,787550,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,3,Z1-Z21,"$39,996 ",0.67,2013,2017,High,Personal,7,7749,1337,2,88,51,6,5,1,4,5,1,Outstanding,No,No,No,F,NO,5,No,0
Amazing R & D,450598,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z22,"$39,000 ",0.78,2014,2017,High,Personal,8,4593,1304,3,121,68,8,5,1,4,6,1,Outstanding,No,Yes,No,M,YES,2,No,1
Nikey R & D ,314500,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z12,"$39,000 ",0.78,2015,2017,High,Personal,7,6304,1181,2,99,63,5,5,2,9,4,1,Successful,No,yes,No,M,YES,4,No,0
Alphabet-Soup Research & Development,512001,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z12,"$48,000 ",0.78,2013,2017,High,Personal,6,7325,1450,1,114,53,5,9,2,4,8,1,Successful,No,No,Yes,M,NO,5,No,1
Netflex R & D,319233,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z13,"$48,000 ",0.78,2015,2018,Low,Marriage,5,7602,1126,2,186,75,8,4,2,8,6,1,Insufficient,No,No,yes,F,NO,5,No,1
Amazing R & D,477771,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z14,"$48,000 ",0.78,2016,2018,Med, Resignation to Competitor,8,5001,1256,2,165,53,6,8,1,5,4,1,Successful,Yes,No,No,F,NO,4,No,1
Nikey R & D ,479299,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z15,"$48,000 ",0.78,2017,2019,Med, Terminaton - School,6,7307,898,2,106,56,4,8,1,7,4,1,Successful,yes,No,No,F,NO,4,No,1
Alphabet-Soup Research & Development,196289,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z16,"$48,000 ",0.78,2014,2017,Low,Personal,5,7209,1008,1,86,67,4,5,2,5,9,1,Successful,no,No,No,F,NO,4,yes,1
Netflex R & D,747370,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z17,"$48,000 ",0.78,2012,2017,High,Inv Elimination of Position,5,6870,1000,3,164,76,8,5,2,8,4,1,Successful,yes,No,No,F,NO,3,Yes,0
Amazing R & D,276885,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z18,"$48,000 ",0.78,2013,2017,High,Compensation,7,7433,906,3,116,56,8,5,1,7,5,1,Successful,yes,Yes,No,M,NO,7,No,0
Nikey R & D ,720666,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z19,"$48,000 ",0.78,2015,2017,High,Compensation,5,5775,1035,2,169,59,8,7,2,7,5,1,Successful,yes,yes,Yes,M,NO,7,No,1
Alphabet-Soup Research & Development,212350,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z20,"$48,000 ",0.78,2015,2018,High,Compensation,8,7656,927,3,130,72,5,9,2,8,8,1,Successful,No,No,yes,M,NO,3,No,1
Netflex R & D,136080,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z21,"$48,000 ",0.78,2016,2018,High,Compensation,6,6154,982,2,160,74,8,4,1,6,5,1,Successful,No,No,No,F,NO,2,No,1
Amazing R & D,357227,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z22,"$48,000 ",0.78,2016,2019,Low,Compensation,7,6611,1309,3,119,80,7,6,1,4,7,1,Successful,No,No,No,F,NO,5,No,1
Nikey R & D ,685474,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,3,Z1-Z12,"$48,000 ",0.78,2014,2018,Med, Resignation to Competitor,5,8383,1231,1,83,79,5,8,1,8,7,1,Successful,No,No,No,F,NO,5,No,1
Alphabet-Soup Research & Development,201032,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,1,Z1-Z12,"$48,000 ",0.78,2015,2017,Med, Resignation to Competitor,5,5722,887,1,131,50,9,8,2,4,4,1,Successful,No,No,No,F,NO,6,No,1
Netflex R & D,411167,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z13,"$48,000 ",0.78,2013,2018,Low, Resignation to Competitor,5,6317,1195,3,123,55,9,4,2,8,5,1,Successful,No,No,No,F,NO,6,No,1
Amazing R & D,825763,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z14,"$48,000 ",0.78,2014,2019,High, Resignation to Competitor,6,7553,933,2,90,72,4,5,1,8,9,1,Successful,No,Yes,No,M,NO,5,yes,0
Nikey R & D ,193850,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z15,"$48,000 ",0.78,2014,2018,High, Resignation to Competitor,6,6023,1023,2,106,54,7,6,2,5,9,1,Successful,No,yes,Yes,M,NO,7,Yes,1
Alphabet-Soup Research & Development,385310,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z16,"$40,343 ",0.72,2015,2017,High, Resignation to Competitor,7,6078,909,3,190,52,6,6,2,6,5,1,Successful,Yes,No,yes,M,NO,7,No,0
Netflex R & D,718380,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z17,"$40,343 ",0.72,2014,2018,High, Resignation to Competitor,5,8287,1056,1,123,54,7,9,1,8,5,1,Successful,yes,No,No,F,NO,3,No,1
Amazing R & D,529587,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z18,"$40,343 ",0.72,2017,2019,High, Resignation to Competitor,6,4965,1361,2,170,56,5,8,1,8,5,1,Insufficient,no,No,No,F,NO,5,No,0
Nikey R & D ,656525,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z19,"$40,343 ",0.72,2015,2019,Low,Personal,8,5105,1029,2,128,76,9,7,1,6,4,1,Insufficient,yes,No,No,F,NO,2,No,1
Alphabet-Soup Research & Development,525705,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z20,"$40,343 ",0.72,2013,2017,Med,Personal,5,7219,1264,3,165,79,5,8,2,9,6,1,Insufficient,yes,No,No,F,NO,4,No,0
Netflex R & D,187732,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z21,"$40,343 ",0.72,2015,2018,Med,Personal,8,6454,926,1,113,70,5,5,2,9,4,1,Insufficient,yes,No,No,F,NO,7,No,0
Amazing R & D,697517,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z22,"$40,343 ",0.72,2015,2018,Low,Personal,5,8351,1177,3,147,51,8,6,2,8,9,1,Insufficient,No,Yes,Yes,M,YES,6,No,0
Nikey R & D ,167431,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z12,"$40,343 ",0.72,2014,2017,High,Personal,7,6037,1328,3,187,70,9,4,2,6,9,1,Insufficient,No,yes,yes,M,YES,6,No,1
Alphabet-Soup Research & Development,182842,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z12,"$37,877 ",0.82,2016,2019,High,Personal,6,8234,1438,1,143,69,5,4,2,4,6,1,Insufficient,No,No,No,M,NO,6,yes,1
Netflex R & D,727944,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z13,"$43,897 ",0.67,2013,2018,High,Personal,8,6437,1087,1,129,80,7,8,2,6,5,1,Insufficient,No,No,No,F,NO,3,Yes,1
Amazing R & D,216408,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z14,"$39,996 ",0.67,2016,2019,High,Marriage,7,4885,885,3,87,78,9,9,1,6,5,1,Insufficient,No,No,No,F,NO,4,No,1
Nikey R & D ,310074,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z15,"$39,000 ",0.78,2016,2019,High, Resignation to Competitor,5,7680,1064,1,144,68,8,5,1,5,6,1,Insufficient,No,No,No,F,NO,5,No,0
Alphabet-Soup Research & Development,817349,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z16,"$39,000 ",0.78,2014,2017,Low, Terminaton - School,6,6030,1388,2,174,67,7,4,2,7,4,1,Insufficient,No,No,No,F,NO,6,No,0
Netflex R & D,462223,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z17,"$48,000 ",0.78,2016,2018,Med,Personal,6,5146,908,2,155,57,7,6,2,8,7,1,Insufficient,No,No,No,F,NO,7,No,1
Amazing R & D,827334,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z18,"$48,000 ",0.78,2012,2017,Med,Inv Elimination of Position,5,8384,1138,3,98,53,8,5,2,4,5,3,Outstanding,Yes,Yes,Yes,M,NO,7,No,1
Nikey R & D ,394547,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z19,"$48,000 ",0.78,2014,2017,Low,Compensation,5,4658,1235,1,156,72,5,4,1,7,6,3,Outstanding,yes,yes,yes,M,NO,2,No,0
Alphabet-Soup Research & Development,816735,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z20,"$48,000 ",0.78,2013,2017,High,Compensation,7,5868,947,1,99,55,5,4,1,5,7,3,Successful,no,No,No,M,NO,5,No,1
Netflex R & D,702200,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z21,"$48,000 ",0.78,2015,2017,High,Compensation,5,8170,1231,3,91,77,5,9,2,9,5,3,Successful,yes,No,No,F,NO,2,No,1
Amazing R & D,622352,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z22,"$48,000 ",0.78,2015,2018,High,Compensation,8,5555,1163,2,134,59,4,9,2,7,8,3,Insufficient,yes,No,No,F,NO,2,yes,0
Nikey R & D ,206571,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z12,"$48,000 ",0.78,2015,2019,High,Compensation,7,4619,948,3,149,64,7,8,2,9,4,3,Successful,yes,No,No,F,NO,3,Yes,1
Alphabet-Soup Research & Development,528381,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,3,Z1-Z12,"$48,000 ",0.78,2013,2017,High, Resignation to Competitor,6,8285,1323,3,87,73,8,4,1,8,6,3,Successful,No,No,No,F,NO,3,No,1
Netflex R & D,357197,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z13,"$48,000 ",0.78,2016,2019,Low, Resignation to Competitor,7,5143,1233,3,128,53,9,8,1,9,4,3,Successful,No,No,Yes,F,NO,3,No,0
Amazing R & D,387226,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z14,"$48,000 ",0.78,2014,2018,Med, Resignation to Competitor,7,5516,1008,1,165,67,9,7,1,9,5,3,Successful,No,Yes,yes,M,NO,7,No,1
Nikey R & D ,418585,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,1,Z1-Z15,"$48,000 ",0.78,2015,2017,Med, Resignation to Competitor,6,6828,1385,2,144,66,7,6,1,5,5,3,Successful,No,yes,No,M,NO,5,No,0
Alphabet-Soup Research & Development,789103,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z16,"$48,000 ",0.78,2015,2019,Low, Resignation to Competitor,7,4407,1214,1,94,75,5,8,1,4,8,3,Successful,No,No,No,M,NO,5,No,1
Netflex R & D,230240,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z17,"$48,000 ",0.78,2014,2019,High, Resignation to Competitor,5,5338,993,1,108,55,8,6,1,5,4,3,Successful,No,No,No,F,NO,4,No,0
Amazing R & D,578005,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z18,"$48,000 ",0.78,2012,2017,High, Resignation to Competitor,5,4761,1295,2,140,64,5,8,2,8,8,3,Successful,No,No,No,F,NO,5,No,0
Nikey R & D ,658732,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z19,"$48,000 ",0.78,2016,2019,High, Resignation to Competitor,6,7750,894,1,127,61,8,4,2,4,9,3,Successful,No,No,No,F,NO,2,No,1
Alphabet-Soup Research & Development,807283,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z20,"$48,000 ",0.78,2016,2019,High,Personal,6,5483,880,3,121,55,5,4,1,9,4,3,Successful,Yes,No,No,F,NO,3,yes,1
Netflex R & D,369765,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z21,"$40,343 ",0.72,2013,2017,High,Personal,6,6361,1056,1,150,55,5,7,1,7,6,3,Successful,yes,No,Yes,F,NO,3,Yes,1
Amazing R & D,278325,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z22,"$40,343 ",0.72,2014,2017,Low,Personal,7,5709,1268,2,188,72,7,8,1,5,7,3,Successful,no,Yes,yes,M,YES,7,No,0
Nikey R & D ,143438,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z12,"$40,343 ",0.72,2014,2018,Med,Personal,8,6861,1024,3,158,70,7,5,2,7,6,3,Successful,yes,yes,No,M,YES,4,No,1
Alphabet-Soup Research & Development,290750,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z12,"$40,343 ",0.72,2016,2018,Med,Personal,8,4401,1307,2,136,68,7,5,1,6,5,3,Successful,yes,No,No,M,NO,7,No,1
Netflex R & D,440628,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z13,"$40,343 ",0.72,2017,2019,Low,Personal,7,7845,1309,3,103,51,4,9,2,5,4,3,Successful,yes,No,No,F,NO,5,No,0
Amazing R & D,772131,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z14,"$40,343 ",0.72,2012,2017,High,Personal,6,7151,1389,1,153,57,4,4,1,9,7,2,Successful,No,No,No,F,NO,4,No,1
Nikey R & D ,819456,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,1,Z1-Z15,"$40,343 ",0.72,2017,2019,High,Marriage,5,8176,1123,1,183,54,4,6,2,9,7,3,Insufficient,No,No,No,F,NO,4,No,0
Alphabet-Soup Research & Development,758480,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,1,Z1-Z16,"$40,343 ",0.72,2015,2017,High, Resignation to Competitor,8,6366,1115,1,131,54,8,8,2,9,9,2,Insufficient,No,No,Yes,F,NO,7,No,0
Netflex R & D,426429,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z17,"$37,877 ",0.82,2013,2018,High, Terminaton - School,7,6588,1040,1,113,71,7,5,1,6,4,3,Insufficient,No,No,yes,F,NO,2,No,0
Amazing R & D,548208,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z18,"$43,897 ",0.67,2012,2017,High,Personal,6,5232,1427,3,141,51,9,5,2,8,9,3,Insufficient,No,Yes,No,M,NO,7,yes,1
Nikey R & D ,340077,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z19,"$39,996 ",0.67,2013,2018,Low,Inv Elimination of Position,5,8372,989,1,123,72,4,6,1,4,6,2,Insufficient,No,yes,No,M,NO,7,Yes,1
Alphabet-Soup Research & Development,382577,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z20,"$39,000 ",0.78,2013,2018,Med,Compensation,7,6071,1000,2,114,72,4,5,1,6,4,3,Insufficient,No,No,No,M,NO,5,No,0
Netflex R & D,606996,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z21,"$39,000 ",0.78,2016,2019,Med,Compensation,8,6085,1083,2,184,68,9,9,1,4,5,3,Insufficient,No,No,No,F,NO,2,No,0
Amazing R & D,490042,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z22,"$48,000 ",0.78,2015,2017,Low,Compensation,8,6166,1153,1,133,61,8,9,2,6,7,3,Insufficient,Yes,No,No,F,NO,3,No,0
Nikey R & D ,331922,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z12,"$48,000 ",0.78,2013,2018,High,Compensation,7,5094,902,3,83,79,5,4,2,8,5,2,Insufficient,yes,No,No,F,NO,3,No,0
Alphabet-Soup Research & Development,779268,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z12,"$48,000 ",0.78,2013,2018,High,Compensation,8,8090,878,1,174,60,5,8,1,9,6,3,Insufficient,no,No,Yes,F,NO,5,No,1
Netflex R & D,262652,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z13,"$48,000 ",0.78,2014,2017,High, Resignation to Competitor,5,4995,969,1,179,72,8,4,1,9,9,3,Insufficient,yes,No,yes,F,NO,2,No,1
Amazing R & D,132481,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z14,"$48,000 ",0.78,2012,2017,High, Resignation to Competitor,8,6719,1350,2,179,62,7,8,1,6,5,3,Insufficient,yes,Yes,No,M,NO,5,No,1
Nikey R & D ,300331,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z15,"$48,000 ",0.78,2014,2018,High, Resignation to Competitor,6,4869,1176,3,111,65,6,6,1,6,6,3,Outstanding,yes,yes,No,M,NO,3,No,1
Alphabet-Soup Research & Development,356005,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z16,"$48,000 ",0.78,2015,2018,Low, Resignation to Competitor,7,4414,1088,2,135,75,7,8,1,9,7,3,Outstanding,No,No,No,M,NO,2,yes,0
Netflex R & D,752849,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z17,"$48,000 ",0.78,2012,2017,Med, Resignation to Competitor,8,6726,1279,1,182,68,7,9,1,8,4,3,Successful,No,No,No,F,NO,5,Yes,0
Amazing R & D,275326,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z18,"$48,000 ",0.78,2012,2017,Med, Resignation to Competitor,5,7194,1403,1,81,53,9,9,1,7,8,1,Successful,No,No,No,F,NO,7,No,0
Nikey R & D ,702180,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z19,"$48,000 ",0.78,2015,2018,Low, Resignation to Competitor,7,5255,1444,3,132,61,9,5,2,7,9,1,Insufficient,No,No,Yes,F,NO,3,No,1
Alphabet-Soup Research & Development,348226,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z20,"$48,000 ",0.78,2017,2019,High, Resignation to Competitor,8,6521,1212,2,125,63,8,8,1,8,8,1,Successful,No,No,yes,F,NO,7,No,0
Netflex R & D,322421,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z21,"$48,000 ",0.78,2013,2018,High,Personal,8,7541,1415,3,129,79,4,5,1,7,6,1,Successful,No,No,No,F,NO,4,No,1
Amazing R & D,486890,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z22,"$48,000 ",0.78,2015,2017,High,Personal,8,8224,1137,1,164,52,9,9,2,6,4,1,Successful,No,Yes,No,M,YES,3,No,0
Nikey R & D ,279954,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z12,"$48,000 ",0.78,2012,2017,High,Personal,6,5390,937,3,134,52,6,7,1,7,7,4,Successful,No,yes,No,M,YES,6,No,0
Alphabet-Soup Research & Development,785823,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z12,"$48,000 ",0.78,2015,2018,High,Personal,5,6099,1419,3,134,75,8,9,2,4,6,4,Successful,Yes,No,No,M,NO,3,No,1
Netflex R & D,658598,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z13,"$48,000 ",0.78,2012,2017,Low,Personal,6,7415,982,2,139,60,6,7,1,6,5,4,Successful,yes,No,No,F,NO,6,No,1
Amazing R & D,665928,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z14,"$40,343 ",0.72,2016,2019,Med,Personal,5,7346,1202,1,83,52,4,9,2,8,9,4,Successful,no,No,No,F,NO,3,yes,1
Nikey R & D ,292431,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z15,"$40,343 ",0.72,2013,2018,Med,Personal,7,8441,1073,3,129,62,8,6,1,9,7,4,Successful,yes,No,Yes,F,NO,3,Yes,1
Alphabet-Soup Research & Development,486016,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z16,"$40,343 ",0.72,2015,2018,Low,Marriage,8,6544,1070,2,179,78,4,7,1,8,8,4,Successful,yes,No,yes,F,NO,6,No,1
Netflex R & D,565790,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z17,"$40,343 ",0.72,2016,2019,High, Resignation to Competitor,7,5907,1262,1,123,69,5,5,2,6,5,4,Successful,yes,No,No,F,NO,2,No,0
Amazing R & D,809637,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z18,"$40,343 ",0.72,2014,2018,High, Terminaton - School,8,5246,886,2,84,80,7,4,2,8,9,4,Successful,No,Yes,No,M,NO,6,No,0
Nikey R & D ,702677,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z19,"$40,343 ",0.72,2017,2019,High,Personal,7,7176,1224,2,166,50,8,9,2,9,8,4,Successful,No,yes,No,M,NO,5,No,1
Alphabet-Soup Research & Development,399944,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z20,"$40,343 ",0.72,2014,2019,High,Inv Elimination of Position,8,6898,1325,1,108,62,5,8,2,6,8,4,Successful,No,No,No,M,NO,3,No,1
